Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204289/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0217;Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022;FOUILLERE Christophe;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/208778/92e693c8abf2cd1dbfc106d922d357d58dd9f7fc6b74ad3728d4e105c49be09b.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0217;Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022;FOUILLERE Christophe;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/208778/92e693c8abf2cd1dbfc106d922d357d58dd9f7fc6b74ad3728d4e105c49be09b.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0217;Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022;FOUILLERE Christophe;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/208778/92e693c8abf2cd1dbfc106d922d357d58dd9f7fc6b74ad3728d4e105c49be09b.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0220;Aménagement et services urbains, environnement – Provision actions quartiers – Deuxième attribution de subventions 2022;BRIERO Lenaïck;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204299/959f0a2085ba58e6034ad02bee95e6d17481c802f19d8e43e56478ae2a106a83.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0234;Administration générale - Télécommunication - Société anonyme d'économie mixte Rennes Cité Média (RCM) - Contrat pluriannuel d'objectifs et de moyens - Renouvellement;HERVE Marc;17195-3728;COMPAGNON Charles;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/209005/e5b56f2036352f813e202b28fe9f872adfbf062345524c99a22505fcac85952a.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0180;Sports et jeunesse - Action socio-éducative - Équipement - Provision Locaux Collectifs Résidentiels - Aménagements 2022 - Première attribution de subventions 2022;ANDRO Rozenn;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205188/bf04b0ca8e492f6211efe092660c74dfea1be17f4f34e834194097eae6a010b6.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0203;Aménagement et services urbains, environnement – Le Blosne – Cession d'un terrain bâti – Approbation;HERVE Marc;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204293/7a3fcf1553753eb11ae6811c1bb5323881a599afd7da03a7ef2b97838811e0b0.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0214;Aménagement et services urbains, environnement – ZAC Maurepas Gros Chêne – Boulevard Emmanuel Mounier – Acquisition et cession de terrains à Archipel Habitat;HERVE Marc;7338-3728;PUIL Honoré;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/206473/0f1c0375f8a9ccac6246c3b7873c329a1e00a12c1d1fc700bb9b7be3ce3d93f3.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0203;Aménagement et services urbains, environnement – Le Blosne – Cession d'un terrain bâti – Approbation;HERVE Marc;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204293/7a3fcf1553753eb11ae6811c1bb5323881a599afd7da03a7ef2b97838811e0b0.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0214;Aménagement et services urbains, environnement – ZAC Maurepas Gros Chêne – Boulevard Emmanuel Mounier – Acquisition et cession de terrains à Archipel Habitat;HERVE Marc;9728-3728;CONDOLF-FEREC Muriel;Conseillère municipale déléguée à l'Enfance, la parentalité et la réussite éducative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/206473/0f1c0375f8a9ccac6246c3b7873c329a1e00a12c1d1fc700bb9b7be3ce3d93f3.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0241;Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023;MME ROUGIER;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0250;Sport et Jeunesse – Action socio-éducative - Autres actions en faveur des jeunes – Provision Jeunes en projets – Quatrième attribution de subventions au titre de l'année 2023.;MME BOUCHONNET;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0264;Aménagement et services urbains, environnement – Bâtiment Pasteur – Mandat de maîtrise d'ouvrage avec la société Territoires Publics – Évolution de l'enveloppe globale de l'opération – Approbation;M SEMERIL;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0245;"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023";M SEMERIL;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0240;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Deuxième attribution de subventions 2023 – Versement du solde année scolaire 2022/2023;MME ROUGIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0241;Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023;MME ROUGIER;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0241;Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023;MME ROUGIER;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0244;"Culture - Action culturelle - Provision ""Éducation artistique et culturelle"" – Deuxième attribution de subventions 2023";MME CASACUBERTA PALMADA;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0241;Enseignement, formation – Année scolaire 2023/2024 – Actions de sensibilisation – Provision fonds projets écoles – Première attribution de subventions 2023;MME ROUGIER;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0278;"Aménagement et services urbains, environnement - ZAC Maurepas Gros Chêne – Travaux primaires de ZAC – convention de financement Rennes Métropole / Société Publique Locale d'Aménagement ""Territoires Publics"".";M HERVE => Mme DENIAUD;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0245;"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023";M SEMERIL;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0255;Interventions sociales et santé - Actions sociales et accompagnement des publics – Provision pour diverses actions sociales – Deuxième attribution de subventions 2023;M FOUILLERE;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0245;"Culture –Action culturelle – Provision ""résidences artistiques"" – Première attribution de subventions 2023";M SEMERIL;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0255;Interventions sociales et santé - Actions sociales et accompagnement des publics – Provision pour diverses actions sociales – Deuxième attribution de subventions 2023;M FOUILLERE;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0260;Interventions Sociales et Santé –Tranquillité publique, prévention de la délinquance – Conseil Local de Sécurité et de Prévention de la Délinquance (CLSPD) – Soutien de la Ville au projet de Maison des Femmes Gisèle Halimi – Prolongation de 2 ans de la convention Ville de Rennes - Centre Hospitalier Universitaire de Rennes (CHU de Rennes);MME LETOURNEUX;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;motif personnel
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0264;Aménagement et services urbains, environnement – Bâtiment Pasteur – Mandat de maîtrise d'ouvrage avec la société Territoires Publics – Évolution de l'enveloppe globale de l'opération – Approbation;M SEMERIL;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0276;Aménagement et services urbains, environnement - ZAC Blosne Est – Galicie – Acquisition auprès de la SPLA Territoires Publics de la parcelle LP 117.;M LE BOUGEANT;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Relations avec les entreprises publiques locales;;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-09-18;Ville de Rennes;Conseil Municipal;2023_0283;Action économique – Provision pour associations diverses – Maison de la Consommation et de l'Environnement – Attribution de subvention.;M HERVE;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;;Motif personnel
